micro_rank,micro_chunk_id,coarse_chunk_rank,coarse_chunk_index,micro_chunk_index,event_offset_in_micro,event_offset_in_session,label,event_id,process,template,fields_json
8,win-32-h1|aalsahee|20220719T1430Z|chunk325|micro08,3,325,8,2,32581,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
8,win-32-h1|aalsahee|20220719T1430Z|chunk325|micro08,3,325,8,3,32582,0,4658,payload.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=payload.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""payload.exe""}"
8,win-32-h1|aalsahee|20220719T1430Z|chunk325|micro08,3,325,8,4,32583,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
8,win-32-h1|aalsahee|20220719T1430Z|chunk325|micro08,3,325,8,5,32584,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
8,win-32-h1|aalsahee|20220719T1430Z|chunk325|micro08,3,325,8,6,32585,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
8,win-32-h1|aalsahee|20220719T1430Z|chunk325|micro08,3,325,8,7,32586,0,4656,payload.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=payload.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""payload.exe"", ""ObjectType"": ""file""}"
8,win-32-h1|aalsahee|20220719T1430Z|chunk325|micro08,3,325,8,8,32587,1,4663,payload.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=payload.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""payload.exe"", ""ObjectType"": ""file""}"
8,win-32-h1|aalsahee|20220719T1430Z|chunk325|micro08,3,325,8,9,32588,0,4658,payload.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=payload.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""payload.exe""}"
8,win-32-h1|aalsahee|20220719T1430Z|chunk325|micro08,3,325,8,10,32589,0,4656,payload.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=payload.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""payload.exe"", ""ObjectType"": ""file""}"
9,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro05,4,203,5,1,20350,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
9,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro05,4,203,5,2,20351,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
9,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro05,4,203,5,3,20352,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
9,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro05,4,203,5,4,20353,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
9,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro05,4,203,5,5,20354,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
9,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro05,4,203,5,6,20355,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
9,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro05,4,203,5,7,20356,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
9,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro05,4,203,5,8,20357,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
9,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro05,4,203,5,9,20358,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
9,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro05,4,203,5,10,20359,0,4656,repmgr.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=repmgr.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""repmgr.exe"", ""ObjectType"": ""file""}"
10,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro07,4,203,7,1,20370,0,4658,winword.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=winword.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""winword.exe""}"
10,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro07,4,203,7,2,20371,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
10,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro07,4,203,7,3,20372,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
10,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro07,4,203,7,4,20373,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
10,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro07,4,203,7,5,20374,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
10,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro07,4,203,7,6,20375,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
10,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro07,4,203,7,7,20376,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
10,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro07,4,203,7,8,20377,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
10,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro07,4,203,7,9,20378,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
10,win-32-h1|aalsahee|20220719T1430Z|chunk203|micro07,4,203,7,10,20379,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
