model,stage,instance_id,chain_id,chain_type,scenario_group,scenario_group_ja,excluded_non_alert_gold,action_step_recall_hits,action_step_recall_total,critical_evidence_recall_hits,critical_evidence_recall_total,behavior_sequence_order_hits,behavior_sequence_order_total,candidate_claim_precision_hits,candidate_claim_precision_total,overclaim_slot_count,action_step_recall,critical_evidence_recall,behavior_sequence_order,candidate_claim_precision,source_path,dataset_label,source_set,framework_group,evaluation_unit,replicate,contract,run_json,source_score_path,reviewed_at_utc,gold_file,format_failure_note,review1_pass,review2_pass,two_review_adoptable,adjudication_note,candidate_step_count,normalized_candidate_step_count,reviewer_a_source,reviewer_b_source,review_summary,run_id,input_tokens,output_tokens,cached_input_tokens,reasoning_effort,run_path_in_handoff,local_price_estimated_cost_usd,completed_at_utc,call_total_usd,effective_cost_usd,cost_source,duration_seconds_from_runid_to_costlog
gpt-4.1-mini,stage1,chain_17_e12_python_simplehttpserver_network_chain_stage1,chain_17_e12_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,6,6,0,1.0,1.0,1.0,1.0,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_17_e12_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T03:25:27.383107+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,2,2,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T031711Z_48.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T031711Z_48.jsonl,SimpleHTTPServer起動と10.193.66.115:48503への接続を順序付きで回収。,20260612T121038Z_chain_17_e12_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,66665,3555,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage1\chain_17_e12_python_simplehttpserver_network_chain_stage1_run.json,0.032354,2026-06-12T12:19:17.801148+00:00,0.032354,0.032354,cost_log,519.801148
gpt-4.1-mini,stage1,chain_18_e13_dns_packet_capture_batch_chain_stage1,chain_18_e13_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,,,3,6,0,2,0,1,3,15,12,0.5,0.0,0.0,0.2,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_18_e13_dns_packet_capture_batch_chain_stage1_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,5,5,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,start_dns_logs.bat実行のみ一致。根拠はalert中心で、explorer起点や他の候補ステップはgold外。,20260612T121922Z_chain_18_e13_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,45537,5208,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage1\chain_18_e13_dns_packet_capture_batch_chain_stage1_run.json,0.026547599999999998,2026-06-12T12:41:24.372520+00:00,0.0265476,0.0265476,cost_log,1322.37252
gpt-4.1-mini,stage1,chain_19_e13_python_simplehttpserver_network_chain_stage1,chain_19_e13_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,0,6,0,2,0,1,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_19_e13_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T03:25:27.383107+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T031711Z_48.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T031711Z_48.jsonl,code_stepsが空で、SimpleHTTPServer起動とネットワーク挙動はいずれも未回収。,20260612T123350Z_chain_19_e13_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,9022,1222,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage1\chain_19_e13_python_simplehttpserver_network_chain_stage1_run.json,0.005564000000000001,2026-06-12T12:34:52.917900+00:00,0.005564,0.005564,cost_log,62.9179
gpt-4.1-mini,stage1,chain_21_e15_python_simplehttpserver_network_chain_stage1,chain_21_e15_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,4,6,1,2,0,1,3,3,0,0.6666666666666666,0.5,0.0,1.0,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_21_e15_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,1,1,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,pythonのSimpleHTTPServer起動は回収。ネットワーク通信先とサーバ挙動の非アラート証拠は未回収。,20260613T002550Z_chain_21_e15_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,59468,3670,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage1\chain_21_e15_python_simplehttpserver_network_chain_stage1_run.json,0.029659200000000004,2026-06-13T00:47:32.950394+00:00,0.0296592,0.0296592,cost_log,1302.950394
gpt-4.1-mini,stage1,chain_22_e16_python_simplehttpserver_network_chain_stage1,chain_22_e16_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,1,2,1,1,6,6,0,1.0,0.5,1.0,1.0,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_22_e16_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T03:25:27.383107+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,2,2,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T031711Z_48.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T031711Z_48.jsonl,SimpleHTTPServer起動と10.193.66.115:58211は出るが、ネットワーク側の根拠はアラート中心。,20260613T005433Z_chain_22_e16_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20746,3057,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage1\chain_22_e16_python_simplehttpserver_network_chain_stage1_run.json,0.013189600000000001,2026-06-13T00:58:36.605975+00:00,0.0131896,0.0131896,cost_log,243.605975
gpt-4.1-mini,stage1,chain_23_e17_python_simplehttpserver_network_chain_stage1,chain_23_e17_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,4,6,1,2,0,1,3,12,9,0.6666666666666666,0.5,0.0,0.25,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_23_e17_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,4,4,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,SimpleHTTPServer起動は一部回収。通信先41345はなく、Flash関連などgold外ステップが多い。,20260613T015119Z_chain_23_e17_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,97360,4992,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage1\chain_23_e17_python_simplehttpserver_network_chain_stage1_run.json,0.046931200000000006,2026-06-13T01:59:12.212184+00:00,0.0469312,0.0469312,cost_log,473.212184
gpt-4.1-mini,stage1,chain_24_e18_cmdexe_other_chain_stage1,chain_24_e18_cmdexe_other_chain,cmdexe_other_chain,explicit_execution_chain,,,4,9,1,3,0,2,3,12,9,0.4444444444444444,0.3333333333333333,0.0,0.25,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,command_shell_execution,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_24_e18_cmdexe_other_chain_stage1_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,4,4,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,run_http_server.bat実行は回収。explorer起点とpython派生はcode_stepsで不足し、DNS系の過剰主張がある。,20260613T015915Z_chain_24_e18_cmdexe_other_chain_stage1_gpt-4.1-mini_official,36144,4219,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage1\chain_24_e18_cmdexe_other_chain_stage1_run.json,0.021208,2026-06-13T02:21:25.523762+00:00,0.021208,0.021208,cost_log,1330.523762
gpt-4.1-mini,stage1,chain_25_e18_dns_packet_capture_batch_chain_stage1,chain_25_e18_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,,,6,9,2,3,1,2,5,9,4,0.6666666666666666,0.6666666666666666,0.5,0.5555555555555556,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_25_e18_dns_packet_capture_batch_chain_stage1_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,3,3,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,start_dns_logs.batとtshark起動は概ね回収。explorer起点は不足し、dumpcap書込はgold外。,20260613T022132Z_chain_25_e18_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,20291,2473,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage1\chain_25_e18_dns_packet_capture_batch_chain_stage1_run.json,0.012073200000000001,2026-06-13T02:26:56.933845+00:00,0.0120732,0.0120732,cost_log,324.933845
gpt-4.1-mini,stage1,chain_26_e18_python_simplehttpserver_network_chain_stage1,chain_26_e18_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,4,6,1,2,0,1,3,6,3,0.6666666666666666,0.5,0.0,0.5,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_26_e18_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,2,2,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,SimpleHTTPServer起動は回収。ネットワークサーバ挙動は具体化されず、同種python起動が重複。,20260613T022805Z_chain_26_e18_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,11150,1492,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage1\chain_26_e18_python_simplehttpserver_network_chain_stage1_run.json,0.006847200000000001,2026-06-13T02:28:55.234976+00:00,0.0068472,0.0068472,cost_log,50.234976
gpt-4.1-mini,stage2,chain_01_e01_dns_packet_capture_batch_chain_stage2,chain_01_e01_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,,,0,9,0,3,0,2,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_01_e01_dns_packet_capture_batch_chain_stage2_run.json,,2026-06-14T02:50:16.559751+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T024248Z_12.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T024248Z_12.jsonl,code_stepsが空で、対象chainのexplorer→cmd、cmd→batch、cmd→tsharkはいずれも復元されていない。,20260612T073337Z_chain_01_e01_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,5773,429,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage2\chain_01_e01_dns_packet_capture_batch_chain_stage2_run.json,0.0029956000000000006,2026-06-12T07:34:06.238462+00:00,0.0029956,0.0029956,cost_log,29.238462
gpt-4.1-mini,stage2,chain_02_e01_python_simplehttpserver_network_chain_stage2,chain_02_e01_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,2,6,1,2,0,1,2,24,22,0.3333333333333333,0.5,0.0,0.08333333333333333,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_02_e01_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T02:50:16.559751+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,8,8,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T024248Z_12.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T024248Z_12.jsonl,python.exe主体には触れるが、SimpleHTTPServer起動やネットワークサーバ挙動は復元できず、FlashPlayerUpdateServiceなどgold外主張が多い。cmd→pythonの非アラート起動証拠のみ一致。,20260612T074102Z_chain_02_e01_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,93259,6434,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage2\chain_02_e01_python_simplehttpserver_network_chain_stage2_run.json,0.047598,2026-06-12T07:56:09.361612+00:00,0.047598,0.047598,cost_log,907.361612
gpt-4.1-mini,stage2,chain_04_e03_dns_packet_capture_batch_chain_stage2,chain_04_e03_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,,,1,6,0,2,0,1,1,24,23,0.16666666666666666,0.0,0.0,0.041666666666666664,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_04_e03_dns_packet_capture_batch_chain_stage2_run.json,,2026-06-14T02:57:27.107011+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,8,8,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T0250Z_7.jsonl,cmd.exe名は現れるが、start_dns_logs.bat実行やexplorer親子関係は復元されず、SimpleHTTPServer、RepWmiUtils、dumpcapなど別行動が大半を占める。,20260612T075934Z_chain_04_e03_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,85126,5934,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage2\chain_04_e03_dns_packet_capture_batch_chain_stage2_run.json,0.0435448,2026-06-12T08:27:52.762177+00:00,0.0435448,0.0435448,cost_log,1698.762177
gpt-4.1-mini,stage2,chain_05_e03_python_simplehttpserver_network_chain_stage2,chain_05_e03_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,5,6,1,2,1,1,6,15,9,0.8333333333333334,0.5,1.0,0.4,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_05_e03_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T02:57:27.107011+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,5,5,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T0250Z_7.jsonl,python -m SimpleHTTPServerとpythonのネットワーク挙動は概ね拾うが、通信先IPを過剰具体化し、RepWmiUtilsやcscのレジストリ行動を金標準外で混入している。,20260612T082039Z_chain_05_e03_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,76667,4722,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage2\chain_05_e03_python_simplehttpserver_network_chain_stage2_run.json,0.038222,2026-06-12T08:46:30.962343+00:00,0.038222,0.038222,cost_log,1551.962343
gpt-4.1-mini,stage2,chain_06_e04_python_simplehttpserver_network_chain_stage2,chain_06_e04_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,2,6,0,2,0,1,0,24,24,0.3333333333333333,0.0,0.0,0.0,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_06_e04_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T03:16:34.860598+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,8,8,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T025809Z_15.jsonl,python.exe主体以外はSimpleHTTPServer/ネットワーク挙動を回収できず、Rep系やDNS batchなど無関係な候補が中心。,20260612T083638Z_chain_06_e04_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,50707,5555,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage2\chain_06_e04_python_simplehttpserver_network_chain_stage2_run.json,0.029170800000000004,2026-06-12T09:30:15.995662+00:00,0.0291708,0.0291708,cost_log,3217.995662
gpt-4.1-mini,stage2,chain_07_e05_sublime_python_script_execution_chain_stage2,chain_07_e05_sublime_python_script_execution_chain,sublime_python_script_execution_chain,multi_step_tool_chain,,,23,30,1,10,1,9,4,6,2,0.7666666666666667,0.1,0.1111111111111111,0.6666666666666666,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,script_execution_chain,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_07_e05_sublime_python_script_execution_chain_stage2_run.json,,2026-06-14T03:16:34.860598+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,2,2,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T025809Z_15.jsonl,plugin_host→cmd→pythonのhelloworld.py系は強く回収したが、helloworld2とsublime_text直接起動は欠落し、pyc読取にずれる。,20260612T091125Z_chain_07_e05_sublime_python_script_execution_chain_stage2_gpt-4.1-mini_official,18113,2299,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage2\chain_07_e05_sublime_python_script_execution_chain_stage2_run.json,0.0109236,2026-06-12T09:15:18.861181+00:00,0.0109236,0.0109236,cost_log,233.861181
gpt-4.1-mini,stage2,chain_09_e07_cmdexe_other_chain_stage2,chain_09_e07_cmdexe_other_chain,cmdexe_other_chain,explicit_execution_chain,,,0,6,0,2,0,1,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,command_shell_execution,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_09_e07_cmdexe_other_chain_stage2_run.json,,2026-06-14T03:07:17.282396+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T025809Z_24.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T025809Z_24.jsonl,code_stepsが空で、discord.exe→cmd.exeとcmd.exe /c nvidia-smi実行はいずれも復元されていない。,20260612T092609Z_chain_09_e07_cmdexe_other_chain_stage2_gpt-4.1-mini_official,13165,870,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage2\chain_09_e07_cmdexe_other_chain_stage2_run.json,0.006658,2026-06-12T09:32:33.238179+00:00,0.006658,0.006658,cost_log,384.238179
gpt-4.1-mini,stage2,chain_10_e07_discord_run_key_registry_chain_stage2,chain_10_e07_discord_run_key_registry_chain,discord_run_key_registry_chain,semantic_interpretation_chain,,,0,9,0,3,0,2,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,persistence_registry_run_key,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_10_e07_discord_run_key_registry_chain_stage2_run.json,,2026-06-14T03:07:17.282396+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T025809Z_24.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T025809Z_24.jsonl,code_stepsが空で、discord.exeからのreg.exe起動、Runキー照会、Run値追加/更新はいずれも復元されていない。,20260612T093236Z_chain_10_e07_discord_run_key_registry_chain_stage2_gpt-4.1-mini_official,6774,799,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage2\chain_10_e07_discord_run_key_registry_chain_stage2_run.json,0.003988,2026-06-12T09:33:15.822734+00:00,0.003988,0.003988,cost_log,39.822734
gpt-4.1-mini,stage2,chain_11_e07_sublime_python_script_execution_chain_stage2,chain_11_e07_sublime_python_script_execution_chain,sublime_python_script_execution_chain,multi_step_tool_chain,,,8,18,1,6,0,5,6,9,3,0.4444444444444444,0.16666666666666666,0.0,0.6666666666666666,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,script_execution_chain,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_11_e07_sublime_python_script_execution_chain_stage2_run.json,,2026-06-14T03:16:34.860598+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,3,3,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T025809Z_15.jsonl,Documents\hello.py実行は一部回収したが、plugin_host/cmd経路とpip installが欠け、DNSログ書込や別helloworldを混入する。,20260612T093728Z_chain_11_e07_sublime_python_script_execution_chain_stage2_gpt-4.1-mini_official,30655,2957,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-4.1-mini\stage2\chain_11_e07_sublime_python_script_execution_chain_stage2_run.json,0.016993200000000003,2026-06-12T09:44:52.835420+00:00,0.0169932,0.0169932,cost_log,444.83542
