model,stage,instance_id,chain_id,chain_type,scenario_group,scenario_group_ja,excluded_non_alert_gold,action_step_recall_hits,action_step_recall_total,critical_evidence_recall_hits,critical_evidence_recall_total,behavior_sequence_order_hits,behavior_sequence_order_total,candidate_claim_precision_hits,candidate_claim_precision_total,overclaim_slot_count,action_step_recall,critical_evidence_recall,behavior_sequence_order,candidate_claim_precision,source_path,dataset_label,source_set,framework_group,evaluation_unit,replicate,contract,run_json,source_score_path,reviewed_at_utc,gold_file,format_failure_note,review1_pass,review2_pass,two_review_adoptable,adjudication_note,candidate_step_count,normalized_candidate_step_count,reviewer_a_source,reviewer_b_source,review_summary
gpt-4.1-mini,stage2,chain_12_e08_python_simplehttpserver_network_chain_stage2,chain_12_e08_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,6,6,2,2,1,1,6,9,3,1.0,1.0,1.0,0.6666666666666666,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_12_e08_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T03:07:17.282396+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,3,3,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T025809Z_24.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T025809Z_24.jsonl,SimpleHTTPServer起動と10.193.66.115:39277のnetwork_connectを復元し、順序も一致。index.html file_readはgold外。
gpt-4.1-mini,stage2,chain_13_e09_dns_packet_capture_batch_chain_stage2,chain_13_e09_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,,,,0,15,0,5,0,4,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_13_e09_dns_packet_capture_batch_chain_stage2_run.json,,2026-06-14T03:07:17.282396+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T025809Z_24.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T025809Z_24.jsonl,code_stepsが空で、start_dns_logs.bat実行とtshark派生のgold系列はいずれも復元されていない。
gpt-4.1-mini,stage2,chain_14_e09_python_simplehttpserver_network_chain_stage2,chain_14_e09_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,2,6,0,2,0,1,0,15,15,0.3333333333333333,0.0,0.0,0.0,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_14_e09_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T03:16:34.860598+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,5,5,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T025809Z_15.jsonl,python.exe主体だけは一致するが、SimpleHTTPServer起動やネットワークサーバ挙動ではなくライブラリ読取/子プロセス生成にずれる。
gpt-4.1-mini,stage2,chain_15_e10_python_simplehttpserver_network_chain_stage2,chain_15_e10_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,2,6,0,2,0,1,1,3,2,0.3333333333333333,0.0,0.0,0.3333333333333333,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_15_e10_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,1,1,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,python.exe起動名のみで、SimpleHTTPServerコマンドや通信先の非アラート証拠が不足。
gpt-4.1-mini,stage2,chain_16_e11_python_simplehttpserver_network_chain_stage2,chain_16_e11_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,0,6,0,2,0,1,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_16_e11_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T03:25:27.383107+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T031711Z_48.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T031711Z_48.jsonl,code_stepsが空で、goldのSimpleHTTPServer起動とネットワーク挙動はいずれも未回収。
gpt-4.1-mini,stage2,chain_17_e12_python_simplehttpserver_network_chain_stage2,chain_17_e12_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,2,6,0,2,0,1,1,12,11,0.3333333333333333,0.0,0.0,0.08333333333333333,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_17_e12_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,4,4,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,python.exe名のみ部分一致。Flash/RepWmiUtils関連のgold外候補が中心。
gpt-4.1-mini,stage2,chain_18_e13_dns_packet_capture_batch_chain_stage2,chain_18_e13_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,,,,4,6,1,2,0,1,2,12,10,0.6666666666666666,0.5,0.0,0.16666666666666666,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_18_e13_dns_packet_capture_batch_chain_stage2_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,4,4,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,cmdのstart_dns_logs.batコマンドは回収。explorer起点は不足し、tshark後続などgold外主張が多い。
gpt-4.1-mini,stage2,chain_19_e13_python_simplehttpserver_network_chain_stage2,chain_19_e13_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,5,6,1,2,1,1,4,9,5,0.8333333333333334,0.5,1.0,0.4444444444444444,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_19_e13_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,3,3,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,pythonコマンドとネットワーク動作は順序付きで回収したが、通信先が127.0.0.1でgoldと不一致。
gpt-4.1-mini,stage2,chain_21_e15_python_simplehttpserver_network_chain_stage2,chain_21_e15_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,2,6,0,2,0,1,1,3,2,0.3333333333333333,0.0,0.0,0.3333333333333333,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_21_e15_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,1,1,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,python.exeと親cmdの断片のみ。SimpleHTTPServerコマンドと通信先証拠は未回収。
gpt-4.1-mini,stage2,chain_22_e16_python_simplehttpserver_network_chain_stage2,chain_22_e16_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,0,6,0,2,0,1,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_22_e16_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T03:25:27.383107+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T031711Z_48.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T031711Z_48.jsonl,code_stepsが空で、対象のSimpleHTTPServer chainは未回収。
gpt-4.1-mini,stage2,chain_23_e17_python_simplehttpserver_network_chain_stage2,chain_23_e17_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,4,6,1,2,0,1,3,3,0,0.6666666666666666,0.5,0.0,1.0,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_23_e17_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,1,1,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,SimpleHTTPServer起動は回収。通信先41345を含むネットワークサーバ挙動は不足。
gpt-4.1-mini,stage2,chain_24_e18_cmdexe_other_chain_stage2,chain_24_e18_cmdexe_other_chain,cmdexe_other_chain,,,,4,9,1,3,0,2,3,18,15,0.4444444444444444,0.3333333333333333,0.0,0.16666666666666666,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,command_shell_execution,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_24_e18_cmdexe_other_chain_stage2_run.json,,2026-06-14T03:34:14.947745+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,6,6,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,run_http_server.bat実行は回収。重複実行とDNS/registry系のgold外ステップが多く、python派生は不足。
gpt-4.1-mini,stage2,chain_25_e18_dns_packet_capture_batch_chain_stage2,chain_25_e18_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,,,,0,9,0,3,0,2,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_25_e18_dns_packet_capture_batch_chain_stage2_run.json,,2026-06-14T03:25:27.383107+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T031711Z_48.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T031711Z_48.jsonl,code_stepsが空で、DNSバッチchainは未回収。
gpt-4.1-mini,stage2,chain_26_e18_python_simplehttpserver_network_chain_stage2,chain_26_e18_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,4,6,1,2,0,1,3,6,3,0.6666666666666666,0.5,0.0,0.5,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage2/chain_26_e18_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T03:34:14.948743+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,2,2,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T031711Z_30.jsonl,SimpleHTTPServer起動は回収。ネットワークサーバ挙動は具体化されず、同種python起動が重複。
gpt-4.1-mini,stage3,chain_01_e01_dns_packet_capture_batch_chain_stage3,chain_01_e01_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,,,,6,9,2,3,1,2,3,9,6,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_01_e01_dns_packet_capture_batch_chain_stage3_run.json,,2026-06-14T02:57:27.107011+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,3,3,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T0250Z_7.jsonl,start_dns_logs.bat経由のcmdからtshark起動は復元しているが、explorerがcmdを起動した金標準stepは欠落し、SimpleHTTPServer関連の別行動を2step混入している。
gpt-4.1-mini,stage3,chain_02_e01_python_simplehttpserver_network_chain_stage3,chain_02_e01_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,1,6,0,2,0,1,1,6,5,0.16666666666666666,0.0,0.0,0.16666666666666666,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_02_e01_python_simplehttpserver_network_chain_stage3_run.json,,2026-06-14T02:57:27.107011+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,2,2,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T0250Z_7.jsonl,python.exe主体名以外は金標準のSimpleHTTPServer起動やネットワークサーバ挙動を復元せず、FlashPlayerUpdateServiceやtsharkへの別連鎖を主張している。
gpt-4.1-mini,stage3,chain_04_e03_dns_packet_capture_batch_chain_stage3,chain_04_e03_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,,,,6,6,2,2,1,1,3,12,9,1.0,1.0,1.0,0.25,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_04_e03_dns_packet_capture_batch_chain_stage3_run.json,,2026-06-14T02:57:27.107011+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,4,4,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T0250Z_7.jsonl,S2でexplorer親のcmdによるstart_dns_logs.bat実行を復元しているが、run_http_server、python、tsharkからdumpcapへの金標準外stepを併記している。
gpt-4.1-mini,stage3,chain_05_e03_python_simplehttpserver_network_chain_stage3,chain_05_e03_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,0,6,0,2,0,1,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_05_e03_python_simplehttpserver_network_chain_stage3_run.json,,2026-06-14T02:50:16.560750+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T024248Z_12.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T024248Z_12.jsonl,code_stepsが空で、python -m SimpleHTTPServer起動とネットワークサーバ挙動はいずれも復元されていない。
gpt-4.1-mini,stage3,chain_06_e04_python_simplehttpserver_network_chain_stage3,chain_06_e04_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,3,6,1,2,0,1,2,6,4,0.5,0.5,0.0,0.3333333333333333,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_06_e04_python_simplehttpserver_network_chain_stage3_run.json,,2026-06-14T03:16:34.860598+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,2,2,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T025809Z_15.jsonl,ネットワーク接続の主体と動作は拾うが、SimpleHTTPServerではなくhttp.serverで、接続先ポートもgoldと異なる。
gpt-4.1-mini,stage3,chain_07_e05_sublime_python_script_execution_chain_stage3,chain_07_e05_sublime_python_script_execution_chain,sublime_python_script_execution_chain,,,,0,30,0,10,0,9,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,script_execution_chain,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_07_e05_sublime_python_script_execution_chain_stage3_run.json,,2026-06-14T03:07:17.282396+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T025809Z_24.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T025809Z_24.jsonl,code_stepsが空で、Sublime/plugin_host/cmd/pythonのgold系列はいずれも復元されていない。
gpt-4.1-mini,stage3,chain_09_e07_cmdexe_other_chain_stage3,chain_09_e07_cmdexe_other_chain,cmdexe_other_chain,,,,0,6,0,2,0,1,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,command_shell_execution,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_09_e07_cmdexe_other_chain_stage3_run.json,,2026-06-14T03:07:17.282396+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T025809Z_24.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T025809Z_24.jsonl,code_stepsが空で、discord.exe→cmd.exeとcmd.exe /c nvidia-smi実行はいずれも復元されていない。
gpt-4.1-mini,stage3,chain_10_e07_discord_run_key_registry_chain_stage3,chain_10_e07_discord_run_key_registry_chain,discord_run_key_registry_chain,,,,5,9,1,3,0,2,2,6,4,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,persistence_registry_run_key,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_10_e07_discord_run_key_registry_chain_stage3_run.json,,2026-06-14T03:16:34.860598+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,2,2,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T025809Z_15.jsonl,discord配下のreg.exe実行は拾うが、Run照会/追加のレジストリ対象を示せず、nvidia-smi実行を混入する。
gpt-4.1-mini,stage3,chain_11_e07_sublime_python_script_execution_chain_stage3,chain_11_e07_sublime_python_script_execution_chain,sublime_python_script_execution_chain,,,,13,18,1,6,1,5,7,15,8,0.7222222222222222,0.16666666666666666,0.2,0.4666666666666667,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,script_execution_chain,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_11_e07_sublime_python_script_execution_chain_stage3_run.json,,2026-06-14T03:16:34.860598+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,5,5,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T025809Z_15.jsonl,cmd→pythonとpip/hello.pyの要素は多く拾うが、plugin_host起点と正しい順序証拠が弱く、Flash更新プロセスを過剰に含む。
gpt-4.1-mini,stage3,chain_12_e08_python_simplehttpserver_network_chain_stage3,chain_12_e08_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,5,6,1,2,1,1,5,6,1,0.8333333333333334,0.5,1.0,0.8333333333333334,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_12_e08_python_simplehttpserver_network_chain_stage3_run.json,,2026-06-14T03:16:34.860598+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,2,2,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T025809Z_15.jsonl,SimpleHTTPServerコマンドラインと10.193.66.115:39277接続は回収したが、起動ステップがfile_accessとして表現される。
gpt-4.1-mini,stage3,chain_13_e09_dns_packet_capture_batch_chain_stage3,chain_13_e09_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,,,,0,15,0,5,0,4,0,0,0,0.0,0.0,0.0,,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_13_e09_dns_packet_capture_batch_chain_stage3_run.json,,2026-06-14T03:07:17.282396+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,0,0,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T025809Z_24.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T025809Z_24.jsonl,code_stepsが空で、start_dns_logs.bat実行とtshark派生のgold系列はいずれも復元されていない。
gpt-4.1-mini,stage3,chain_14_e09_python_simplehttpserver_network_chain_stage3,chain_14_e09_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,,,,5,6,1,2,0,1,3,6,3,0.8333333333333334,0.5,0.0,0.5,,gpt-4.1-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_14_e09_python_simplehttpserver_network_chain_stage3_run.json,,2026-06-14T03:16:34.860598+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,2,2,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T025809Z_15.jsonl,SimpleHTTPServerコマンドは回収したが、ネットワークサーバ挙動の非alert証拠はなく、pip installを過剰に含む。
