micro_rank,micro_chunk_id,coarse_chunk_rank,coarse_chunk_index,micro_chunk_index,attack_events,normal_events,total_events,score,top_processes,top_event_ids
153,win-32-h1|win-32-h1$|20220719T1430Z|chunk110|micro01,89,110,1,0,10,10,352516202.02481925,"spoolsv.exe:8, tpautoconnsvc.exe:2","4658:3, 4656:3, 4663:3, 4660:1"
154,win-32-h1|win-32-h1$|20220719T1430Z|chunk043|micro04,92,43,4,0,10,10,328025530.06913584,spoolsv.exe:10,"4663:4, 4658:3, 4656:2, 4660:1"
155,win-32-h1|win-32-h1$|20220719T1430Z|chunk086|micro09,74,86,9,0,10,10,3.594422325059636,"spoolsv.exe:5, repmgr.exe:3, -:2","4663:3, 4656:2, 4658:2, 4660:1, 4688:1"
156,win-32-h1|win-32-h1$|20220719T1420Z|chunk146|micro08,83,146,8,0,10,10,3.1619027383170195,"spoolsv.exe:7, repmgr.exe:2, -:1","4663:3, 4660:2, 4658:2, 4656:2, 4688:1"
157,win-32-h1|win-32-h1$|20220719T1420Z|chunk194|micro08,88,194,8,0,10,10,3.1533043331487782,"repmgr.exe:5, vmtoolsd.exe:3, spoolsv.exe:1, svchost.exe:1","4656:4, 4658:3, 4663:3"
158,win-32-h1|win-32-h1$|20220719T1420Z|chunk069|micro01,78,69,1,0,10,10,3.072107048206339,spoolsv.exe:10,"4658:5, 4656:3, 4663:2"
159,win-32-h1|win-32-h1$|20220719T1420Z|chunk003|micro09,96,3,9,0,10,10,2.9728645788751615,"repmgr.exe:6, spoolsv.exe:2, -:1, csrss.exe:1","4658:4, 4656:2, 4663:2, 4660:1, 4690:1"
160,win-32-h1|win-32-h1$|20220719T1430Z|chunk104|micro02,82,104,2,0,10,10,2.866341022539519,spoolsv.exe:10,"4663:4, 4658:3, 4656:2, 4660:1"
161,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro08,99,101,8,0,10,10,2.7710463113057426,tpautoconnsvc.exe:10,"4663:6, 4656:2, 4658:2"
162,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro09,99,101,9,0,10,10,2.7710463113057426,tpautoconnsvc.exe:10,"4663:6, 4656:2, 4658:2"
163,win-32-h1|win-32-h1$|20220719T1420Z|chunk194|micro07,88,194,7,0,10,10,2.6591433449075588,spoolsv.exe:10,"4663:4, 4658:2, 4656:2, 4660:2"
164,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro04,98,226,4,0,10,10,2.6215197771485563,"vmtoolsd.exe:8, firefox.exe:2","4663:4, 4658:3, 4656:3"
165,win-32-h1|win-32-h1$|20220719T1430Z|chunk160|micro00,97,160,0,0,10,10,2.597229029714506,"services.exe:8, -:1, csrss.exe:1","4658:5, 4656:2, 4663:2, 4690:1"
166,win-32-h1|win-32-h1$|20220719T1430Z|chunk126|micro09,77,126,9,0,10,10,2.592307837303003,spoolsv.exe:10,"4663:4, 4656:2, 4660:2, 4658:2"
167,win-32-h1|win-32-h1$|20220719T1430Z|chunk110|micro05,89,110,5,0,10,10,2.5845490539186993,"searchindexer.exe:4, sysmon.exe:3, -:2, csrss.exe:1","4663:3, 4656:3, 4658:2, 4688:1, 4690:1"
168,win-32-h1|win-32-h1$|20220719T1420Z|chunk224|micro01,75,224,1,0,10,10,2.5775608122442906,spoolsv.exe:10,"4663:4, 4656:2, 4660:2, 4658:2"
169,win-32-h1|win-32-h1$|20220719T1430Z|chunk165|micro01,76,165,1,0,10,10,2.5775608122442906,spoolsv.exe:10,"4663:4, 4656:2, 4660:2, 4658:2"
170,win-32-h1|win-32-h1$|20220719T1420Z|chunk146|micro00,83,146,0,0,10,10,2.5775608122442906,spoolsv.exe:10,"4663:4, 4656:2, 4660:2, 4658:2"
171,win-32-h1|win-32-h1$|20220719T1420Z|chunk183|micro09,95,183,9,0,10,10,2.5386711531963067,tpautoconnsvc.exe:10,"4663:6, 4656:2, 4658:2"
172,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro06,98,226,6,0,10,10,2.5364570061310427,"firefox.exe:5, repmgr.exe:5","4656:4, 4663:3, 4658:3"
173,win-32-h1|win-32-h1$|20220719T1430Z|chunk018|micro09,91,18,9,0,10,10,2.4871788905494947,"msiexec.exe:7, repmgr.exe:3","4658:8, 4656:1, 4663:1"
174,win-32-h1|win-32-h1$|20220719T1420Z|chunk069|micro02,78,69,2,0,10,10,2.4869684998335426,spoolsv.exe:10,"4663:4, 4658:3, 4660:2, 4656:1"
175,win-32-h1|win-32-h1$|20220719T1430Z|chunk043|micro05,92,43,5,0,10,10,2.4712278580496743,spoolsv.exe:10,"4658:3, 4663:3, 4660:2, 4656:2"
176,win-32-h1|win-32-h1$|20220719T1420Z|chunk183|micro06,95,183,6,0,10,10,2.4539977412127927,"repmgr.exe:8, searchindexer.exe:2","4658:4, 4656:3, 4663:3"
177,win-32-h1|win-32-h1$|20220719T1430Z|chunk160|micro06,97,160,6,0,10,10,2.453956424286561,"svchost.exe:6, vmtoolsd.exe:3, wmiprvse.exe:1","4656:4, 4663:3, 4658:3"
178,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro08,93,240,8,0,10,10,2.4288823607104018,"vmtoolsd.exe:5, winword.exe:5","4663:4, 4658:3, 4656:3"
179,win-32-h1|win-32-h1$|20220719T1430Z|chunk110|micro04,89,110,4,0,10,10,2.4147153088375948,"-:3, searchindexer.exe:3, sysmon.exe:3, csrss.exe:1","4658:3, 4690:2, 4656:2, 4663:2, 4688:1"
180,win-32-h1|win-32-h1$|20220719T1430Z|chunk160|micro04,97,160,4,0,10,10,2.3933088623500027,"flashplayerupdateservice.exe:8, svchost.exe:2","4656:4, 4658:3, 4663:2, 4689:1"
181,win-32-h1|win-32-h1$|20220719T1430Z|chunk180|micro09,79,180,9,0,10,10,2.3808771187205773,"repmgr.exe:4, spoolsv.exe:3, -:2, sysmon.exe:1","4663:3, 4658:2, 4656:2, 4660:1, 4688:1"
182,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro07,93,240,7,0,10,10,2.3624867419102715,"vmtoolsd.exe:7, firefox.exe:3","4656:4, 4663:3, 4658:3"
183,win-32-h1|win-32-h1$|20220719T1430Z|chunk086|micro01,74,86,1,0,10,10,2.3598735632092995,spoolsv.exe:10,"4663:3, 4658:3, 4660:2, 4656:2"
184,win-32-h1|win-32-h1$|20220719T1420Z|chunk115|micro04,86,115,4,0,10,10,2.3598735632092995,spoolsv.exe:10,"4658:3, 4663:3, 4660:2, 4656:2"
185,win-32-h1|win-32-h1$|20220719T1420Z|chunk128|micro04,87,128,4,0,10,10,2.3598735632092995,spoolsv.exe:10,"4658:3, 4663:3, 4660:2, 4656:2"
186,win-32-h1|win-32-h1$|20220719T1420Z|chunk115|micro06,86,115,6,0,10,10,2.340059080038084,"tpautoconnsvc.exe:8, spoolsv.exe:2","4663:5, 4658:2, 4656:2, 4660:1"
187,win-32-h1|win-32-h1$|20220719T1420Z|chunk128|micro06,87,128,6,0,10,10,2.340059080038084,"tpautoconnsvc.exe:8, spoolsv.exe:2","4663:5, 4658:2, 4656:2, 4660:1"
188,win-32-h1|win-32-h1$|20220719T1430Z|chunk180|micro03,79,180,3,0,10,10,2.335983730844835,"tpautoconnsvc.exe:9, spoolsv.exe:1","4663:4, 4658:2, 4656:2, 4660:2"
189,win-32-h1|win-32-h1$|20220719T1430Z|chunk012|micro02,80,12,2,0,10,10,2.335983730844835,"tpautoconnsvc.exe:9, spoolsv.exe:1","4663:4, 4658:2, 4656:2, 4660:2"
190,win-32-h1|win-32-h1$|20220719T1420Z|chunk003|micro01,96,3,1,0,10,10,2.335983730844835,"tpautoconnsvc.exe:9, spoolsv.exe:1","4663:4, 4658:2, 4656:2, 4660:2"
191,win-32-h1|win-32-h1$|20220719T1430Z|chunk086|micro00,74,86,0,0,10,10,2.313197580133507,spoolsv.exe:10,"4658:4, 4656:3, 4663:3"
192,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro09,98,226,9,0,10,10,2.3057105757116347,repmgr.exe:10,"4656:4, 4663:4, 4658:2"
193,win-32-h1|win-32-h1$|20220719T1430Z|chunk126|micro07,77,126,7,0,10,10,2.278265733767961,"tpautoconnsvc.exe:8, spoolsv.exe:2","4663:4, 4660:2, 4658:2, 4656:2"
194,win-32-h1|win-32-h1$|20220719T1420Z|chunk186|micro09,81,186,9,0,10,10,2.278265733767961,"tpautoconnsvc.exe:8, spoolsv.exe:2","4663:4, 4660:2, 4658:2, 4656:2"
195,win-32-h1|win-32-h1$|20220719T1430Z|chunk104|micro08,82,104,8,0,10,10,2.278265733767961,"tpautoconnsvc.exe:9, spoolsv.exe:1","4663:4, 4660:2, 4658:2, 4656:2"
196,win-32-h1|win-32-h1$|20220719T1430Z|chunk033|micro08,84,33,8,0,10,10,2.278265733767961,"tpautoconnsvc.exe:8, spoolsv.exe:2","4663:4, 4660:2, 4658:2, 4656:2"
197,win-32-h1|win-32-h1$|20220719T1420Z|chunk194|micro05,88,194,5,0,10,10,2.278265733767961,"tpautoconnsvc.exe:9, spoolsv.exe:1","4663:4, 4660:2, 4658:2, 4656:2"
198,win-32-h1|win-32-h1$|20220719T1430Z|chunk086|micro03,74,86,3,0,10,10,2.274570451552587,"tpautoconnsvc.exe:7, spoolsv.exe:3","4663:4, 4656:3, 4658:2, 4660:1"
199,win-32-h1|win-32-h1$|20220719T1430Z|chunk012|micro09,80,12,9,0,10,10,2.2496766644579047,"repmgr.exe:6, wmiprvse.exe:4","4658:4, 4663:3, 4656:3"
200,win-32-h1|win-32-h1$|20220719T1430Z|chunk160|micro05,97,160,5,0,10,10,2.2194159365208708,"conhost.exe:4, flashplayerupdateservice.exe:3, svchost.exe:3","4658:6, 4689:2, 4656:1, 4663:1"
201,win-32-h1|win-32-h1$|20220719T1430Z|chunk043|micro02,92,43,2,0,10,10,2.203260490248243,spoolsv.exe:10,"4658:5, 4663:3, 4656:2"
202,win-32-h1|win-32-h1$|20220719T1430Z|chunk043|micro06,92,43,6,0,10,10,2.1815265329081557,"spoolsv.exe:6, tpautoconnsvc.exe:4","4663:4, 4656:3, 4658:2, 4660:1"
203,win-32-h1|aalsahee|20220719T1430Z|chunk041|micro01,90,41,1,0,10,10,2.179117416686335,firefox.exe:10,"4663:5, 4656:3, 4658:2"
204,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro07,98,226,7,0,10,10,2.167675126107823,repmgr.exe:10,"4656:4, 4663:3, 4658:3"
205,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro04,93,240,4,0,10,10,2.160014419449248,"tpautoconnect.exe:7, vmtoolsd.exe:3","4658:4, 4656:3, 4663:3"
206,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro05,98,226,5,0,10,10,2.147617047060792,firefox.exe:10,"4663:4, 4658:3, 4656:3"
207,win-32-h1|aalsahee|20220719T1430Z|chunk041|micro03,90,41,3,0,10,10,2.1225884641766077,firefox.exe:10,"4663:4, 4658:2, 4656:2, 4660:2"
208,win-32-h1|aalsahee|20220719T1430Z|chunk041|micro04,90,41,4,0,10,10,2.1225884641766077,firefox.exe:10,"4663:4, 4658:2, 4656:2, 4660:2"
209,win-32-h1|aalsahee|20220719T1430Z|chunk041|micro05,90,41,5,0,10,10,2.1225884641766077,firefox.exe:10,"4663:4, 4658:2, 4656:2, 4660:2"
210,win-32-h1|aalsahee|20220719T1430Z|chunk041|micro06,90,41,6,0,10,10,2.1225884641766077,firefox.exe:10,"4663:4, 4658:2, 4656:2, 4660:2"
211,win-32-h1|aalsahee|20220719T1430Z|chunk041|micro07,90,41,7,0,10,10,2.1225884641766077,firefox.exe:10,"4663:4, 4658:2, 4656:2, 4660:2"
212,win-32-h1|aalsahee|20220719T1430Z|chunk041|micro08,90,41,8,0,10,10,2.1225884641766077,firefox.exe:10,"4663:4, 4658:2, 4656:2, 4660:2"
213,win-32-h1|aalsahee|20220719T1430Z|chunk041|micro09,90,41,9,0,10,10,2.1225884641766077,firefox.exe:10,"4663:4, 4658:2, 4656:2, 4660:2"
214,win-32-h1|win-32-h1$|20220719T1420Z|chunk224|micro03,75,224,3,0,10,10,2.105048592307829,"spoolsv.exe:5, tpautoconnsvc.exe:5","4663:4, 4658:3, 4656:2, 4660:1"
215,win-32-h1|win-32-h1$|20220719T1430Z|chunk165|micro03,76,165,3,0,10,10,2.105048592307829,"spoolsv.exe:5, tpautoconnsvc.exe:5","4663:4, 4658:3, 4656:2, 4660:1"
216,win-32-h1|win-32-h1$|20220719T1420Z|chunk146|micro02,83,146,2,0,10,10,2.105048592307829,"spoolsv.exe:5, tpautoconnsvc.exe:5","4663:4, 4658:3, 4656:2, 4660:1"
217,win-32-h1|win-32-h1$|20220719T1420Z|chunk069|micro04,78,69,4,0,10,10,2.0935878525884424,"tpautoconnsvc.exe:6, spoolsv.exe:4","4658:3, 4656:3, 4663:3, 4660:1"
218,win-32-h1|win-32-h1$|20220719T1430Z|chunk018|micro01,91,18,1,0,10,10,2.0935878525884424,"tpautoconnsvc.exe:6, spoolsv.exe:4","4658:3, 4656:3, 4663:3, 4660:1"
219,win-32-h1|win-32-h1$|20220719T1420Z|chunk194|micro09,88,194,9,0,10,10,2.0896618127838864,repmgr.exe:10,"4658:4, 4656:3, 4663:3"
220,win-32-h1|win-32-h1$|20220719T1420Z|chunk069|micro08,78,69,8,0,10,10,2.0781971804035004,"spoolsv.exe:6, tpautoconnsvc.exe:4","4663:4, 4658:3, 4656:2, 4660:1"
221,win-32-h1|win-32-h1$|20220719T1430Z|chunk018|micro05,91,18,5,0,10,10,2.0781971804035004,"spoolsv.exe:6, tpautoconnsvc.exe:4","4663:4, 4658:3, 4656:2, 4660:1"
222,win-32-h1|win-32-h1$|20220719T1420Z|chunk163|micro06,100,163,6,0,10,10,2.0542837490025843,"repmgr.exe:3, -:3, sysmon.exe:3, csrss.exe:1","4663:3, 4658:3, 4690:2, 4688:1, 4656:1"
223,win-32-h1|win-32-h1$|20220719T1420Z|chunk224|micro07,75,224,7,0,10,10,2.0107331111048254,"tpautoconnsvc.exe:5, spoolsv.exe:5","4663:4, 4656:3, 4658:2, 4660:1"
224,win-32-h1|win-32-h1$|20220719T1430Z|chunk165|micro07,76,165,7,0,10,10,2.0107331111048254,"tpautoconnsvc.exe:5, spoolsv.exe:5","4663:4, 4656:3, 4658:2, 4660:1"
225,win-32-h1|win-32-h1$|20220719T1420Z|chunk146|micro06,83,146,6,0,10,10,2.0107331111048254,"tpautoconnsvc.exe:5, spoolsv.exe:5","4663:4, 4656:3, 4658:2, 4660:1"
226,win-32-h1|win-32-h1$|20220719T1420Z|chunk224|micro00,75,224,0,0,10,10,1.958812101585353,spoolsv.exe:10,"4658:6, 4656:2, 4663:2"
227,win-32-h1|win-32-h1$|20220719T1430Z|chunk165|micro00,76,165,0,0,10,10,1.958812101585353,spoolsv.exe:10,"4658:6, 4656:2, 4663:2"
228,win-32-h1|win-32-h1$|20220719T1420Z|chunk069|micro00,78,69,0,0,10,10,1.958812101585353,spoolsv.exe:10,"4658:6, 4656:2, 4663:2"
229,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro08,98,226,8,0,10,10,1.9334286129906275,repmgr.exe:10,"4663:4, 4658:4, 4656:2"
230,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro05,93,240,5,0,10,10,1.9302892509336111,firefox.exe:10,"4663:4, 4656:3, 4658:3"
231,win-32-h1|win-32-h1$|20220719T1420Z|chunk224|micro09,75,224,9,0,10,10,1.8978175664413748,"spoolsv.exe:7, vmtoolsd.exe:3","4658:3, 4663:3, 4660:2, 4656:2"
232,win-32-h1|win-32-h1$|20220719T1430Z|chunk165|micro09,76,165,9,0,10,10,1.8978175664413748,"spoolsv.exe:7, vmtoolsd.exe:3","4658:3, 4663:3, 4660:2, 4656:2"
233,win-32-h1|win-32-h1$|20220719T1430Z|chunk110|micro06,89,110,6,0,10,10,1.8927091589352343,"searchindexer.exe:3, sysmon.exe:3, csrss.exe:2, searchprotocolhost.exe:1, -:1","4658:5, 4656:2, 4663:2, 4690:1"
234,win-32-h1|aalsahee|20220719T1430Z|chunk041|micro00,90,41,0,0,10,10,1.8798017916470513,firefox.exe:10,"4656:4, 4658:3, 4663:3"
235,win-32-h1|win-32-h1$|20220719T1430Z|chunk012|micro08,80,12,8,0,10,10,1.8764875124292497,"repmgr.exe:4, spoolsv.exe:3, vmtoolsd.exe:3","4663:4, 4656:3, 4658:2, 4660:1"
236,win-32-h1|win-32-h1$|20220719T1430Z|chunk110|micro07,89,110,7,0,10,10,1.8456097047253905,"searchprotocolhost.exe:6, sysmon.exe:3, csrss.exe:1","4658:4, 4656:3, 4663:3"
237,win-32-h1|win-32-h1$|20220719T1420Z|chunk003|micro06,96,3,6,0,10,10,1.8300617071965768,"csrss.exe:3, spoolsv.exe:3, sysmon.exe:3, -:1","4656:3, 4663:3, 4658:3, 4688:1"
238,win-32-h1|win-32-h1$|20220719T1430Z|chunk110|micro03,89,110,3,0,10,10,1.8005254231995635,"sysmon.exe:6, spoolsv.exe:4","4663:4, 4658:3, 4656:2, 4660:1"
239,win-32-h1|win-32-h1$|20220719T1430Z|chunk018|micro08,91,18,8,0,10,10,1.7695801119260923,"msiexec.exe:6, vmtoolsd.exe:2, svchost.exe:2","4658:6, 4656:2, 4663:1, 4689:1"
240,win-32-h1|win-32-h1$|20220719T1430Z|chunk126|micro03,77,126,3,0,10,10,1.7695372005147427,"spoolsv.exe:8, tpautoconnsvc.exe:2","4658:3, 4656:3, 4663:3, 4660:1"
241,win-32-h1|win-32-h1$|20220719T1420Z|chunk186|micro05,81,186,5,0,10,10,1.7695372005147427,"spoolsv.exe:8, tpautoconnsvc.exe:2","4658:3, 4656:3, 4663:3, 4660:1"
242,win-32-h1|win-32-h1$|20220719T1430Z|chunk104|micro04,82,104,4,0,10,10,1.7695372005147427,"spoolsv.exe:9, tpautoconnsvc.exe:1","4663:3, 4658:3, 4656:3, 4660:1"
243,win-32-h1|win-32-h1$|20220719T1430Z|chunk033|micro04,84,33,4,0,10,10,1.7695372005147427,"spoolsv.exe:8, tpautoconnsvc.exe:2","4658:3, 4656:3, 4663:3, 4660:1"
244,win-32-h1|win-32-h1$|20220719T1420Z|chunk194|micro01,88,194,1,0,10,10,1.7695372005147427,"spoolsv.exe:9, tpautoconnsvc.exe:1","4663:3, 4658:3, 4656:3, 4660:1"
245,win-32-h1|win-32-h1$|20220719T1420Z|chunk003|micro05,96,3,5,0,10,10,1.7399365389729258,"sysmon.exe:6, tpautoconnsvc.exe:4","4663:4, 4658:3, 4656:2, 4660:1"
246,win-32-h1|win-32-h1$|20220719T1430Z|chunk005|micro02,94,5,2,0,10,10,1.7390807721438795,"repwmiutils.exe:7, sysmon.exe:2, repmgr.exe:1","4658:4, 4663:3, 4656:3"
247,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro03,98,226,3,0,10,10,1.724840039876368,"tpautoconnect.exe:9, vmtoolsd.exe:1","4656:4, 4663:3, 4658:3"
248,win-32-h1|aalsahee|20220719T1430Z|chunk041|micro02,90,41,2,0,10,10,1.7104323164519664,"firefox.exe:7, vmtoolsd.exe:3","4663:4, 4658:3, 4656:2, 4670:1"
249,win-32-h1|win-32-h1$|20220719T1430Z|chunk005|micro00,94,5,0,0,10,10,1.6202508416456034,"vmtoolsd.exe:6, wmiprvse.exe:2, repmgr.exe:2","4658:4, 4656:3, 4663:3"
250,win-32-h1|win-32-h1$|20220719T1430Z|chunk018|micro07,91,18,7,0,10,10,1.5954569212958625,"spoolsv.exe:6, vmtoolsd.exe:4","4658:3, 4656:3, 4663:3, 4660:1"
251,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro09,93,240,9,0,10,10,1.5951211402601138,winword.exe:10,"4663:4, 4658:3, 4656:3"
252,win-32-h1|win-32-h1$|20220719T1420Z|chunk163|micro07,100,163,7,0,10,10,1.5487316478765465,"repwmiutils.exe:6, sysmon.exe:3, repmgr.exe:1","4656:4, 4658:3, 4663:3"
253,win-32-h1|win-32-h1$|20220719T1420Z|chunk146|micro09,83,146,9,0,10,10,1.5400816451538404,"sysmon.exe:5, -:2, repmgr.exe:2, csrss.exe:1","4658:3, 4663:3, 4690:2, 4656:2"
254,win-32-h1|win-32-h1$|20220719T1430Z|chunk005|micro01,94,5,1,0,10,10,1.5400816451538404,"sysmon.exe:4, -:3, repmgr.exe:2, csrss.exe:1","4658:3, 4690:2, 4663:2, 4656:2, 4688:1"
255,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro06,93,240,6,0,10,10,1.481690716447795,"firefox.exe:7, vmtoolsd.exe:3","4663:4, 4656:3, 4658:3"
256,win-32-h1|win-32-h1$|20220719T1430Z|chunk043|micro03,92,43,3,0,10,10,1.4524320024639228,spoolsv.exe:10,"4658:6, 4656:2, 4663:2"
257,win-32-h1|win-32-h1$|20220719T1420Z|chunk163|micro05,100,163,5,0,10,10,1.4200350421147125,"repwmiutils.exe:9, repmgr.exe:1","4658:4, 4656:3, 4663:2, 4689:1"
258,win-32-h1|win-32-h1$|20220719T1420Z|chunk183|micro05,95,183,5,0,10,10,1.418225130582032,"repwmiutils.exe:5, vmtoolsd.exe:3, repmgr.exe:2","4658:4, 4663:3, 4656:2, 4689:1"
259,win-32-h1|win-32-h1$|20220719T1420Z|chunk183|micro08,95,183,8,0,10,10,1.4128756072531004,"searchindexer.exe:6, services.exe:3, tpautoconnsvc.exe:1","4658:4, 4656:4, 4663:2"
260,win-32-h1|win-32-h1$|20220719T1420Z|chunk183|micro07,95,183,7,0,10,10,1.396035100456539,"searchindexer.exe:7, vmtoolsd.exe:3","4656:4, 4663:3, 4658:3"
261,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro00,99,101,0,0,10,10,1.3537844402988954,"repwmiutils.exe:5, sysmon.exe:3, csrss.exe:1, repmgr.exe:1","4658:4, 4656:4, 4663:2"
262,win-32-h1|win-32-h1$|20220719T1430Z|chunk110|micro08,89,110,8,0,10,10,1.240264459042706,searchprotocolhost.exe:10,"4656:4, 4663:3, 4658:3"
263,win-32-h1|win-32-h1$|20220719T1430Z|chunk110|micro09,89,110,9,0,10,10,1.228879559895545,searchprotocolhost.exe:10,"4663:4, 4658:3, 4656:3"
264,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro07,99,101,7,0,10,10,1.1558395693531458,"repwmiutils.exe:7, vmtoolsd.exe:3","4658:5, 4656:2, 4663:2, 4689:1"
265,win-32-h1|win-32-h1$|20220719T1420Z|chunk115|micro02,86,115,2,0,10,10,1.097814333331578,spoolsv.exe:10,"4658:8, 4656:1, 4663:1"
266,win-32-h1|win-32-h1$|20220719T1420Z|chunk128|micro02,87,128,2,0,10,10,1.097814333331578,spoolsv.exe:10,"4658:8, 4656:1, 4663:1"
267,win-32-h1|win-32-h1$|20220719T1430Z|chunk126|micro00,77,126,0,0,10,10,1.0,spoolsv.exe:10,"4658:8, 4656:1, 4663:1"
268,win-32-h1|win-32-h1$|20220719T1420Z|chunk186|micro02,81,186,2,0,10,10,1.0,spoolsv.exe:10,"4658:8, 4656:1, 4663:1"
269,win-32-h1|win-32-h1$|20220719T1430Z|chunk104|micro01,82,104,1,0,10,10,1.0,spoolsv.exe:10,"4658:9, 4656:1"
270,win-32-h1|win-32-h1$|20220719T1430Z|chunk033|micro01,84,33,1,0,10,10,1.0,spoolsv.exe:10,"4658:8, 4656:1, 4663:1"
