instance_id,chain_id,stage,difficulty,host,focus_process,chain_type,scenario_group,scenario_group_ja,expected_behavior,episode_start_utc,episode_end_utc,source_window_ids,gold_chain_file
chain_24_e18_cmdexe_other_chain_stage3,chain_24_e18_cmdexe_other_chain,stage3,process_time,WIN-32-H1,cmd.exe,cmdexe_other_chain,explicit_execution_chain,明示的実行チェーン,cmd.exe alert behavior chain,2022-07-18T21:05:00Z,2022-07-18T21:10:00Z,W32,by_chain/chain_24_e18_cmdexe_other_chain/chain_gold.json
chain_25_e18_dns_packet_capture_batch_chain_stage1,chain_25_e18_dns_packet_capture_batch_chain,stage1,alert_input,WIN-32-H1,cmd.exe,dns_packet_capture_batch_chain,multi_step_tool_chain,複数段ツールチェーン,DNS packet capture batch execution,2022-07-18T21:00:00Z,2022-07-18T21:05:00Z,W30,by_chain/chain_25_e18_dns_packet_capture_batch_chain/chain_gold.json
chain_25_e18_dns_packet_capture_batch_chain_stage2,chain_25_e18_dns_packet_capture_batch_chain,stage2,process_time,WIN-32-H1,cmd.exe,dns_packet_capture_batch_chain,multi_step_tool_chain,複数段ツールチェーン,DNS packet capture batch execution,2022-07-18T21:00:00Z,2022-07-18T21:05:00Z,W30,by_chain/chain_25_e18_dns_packet_capture_batch_chain/chain_gold.json
chain_25_e18_dns_packet_capture_batch_chain_stage3,chain_25_e18_dns_packet_capture_batch_chain,stage3,process_time,WIN-32-H1,cmd.exe,dns_packet_capture_batch_chain,multi_step_tool_chain,複数段ツールチェーン,DNS packet capture batch execution,2022-07-18T21:00:00Z,2022-07-18T21:05:00Z,W30,by_chain/chain_25_e18_dns_packet_capture_batch_chain/chain_gold.json
chain_26_e18_python_simplehttpserver_network_chain_stage1,chain_26_e18_python_simplehttpserver_network_chain,stage1,alert_input,WIN-32-H1,python.exe,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,Python SimpleHTTPServer network behavior,2022-07-18T21:00:00Z,2022-07-18T21:05:00Z,W31,by_chain/chain_26_e18_python_simplehttpserver_network_chain/chain_gold.json
chain_26_e18_python_simplehttpserver_network_chain_stage2,chain_26_e18_python_simplehttpserver_network_chain,stage2,process_time,WIN-32-H1,python.exe,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,Python SimpleHTTPServer network behavior,2022-07-18T21:00:00Z,2022-07-18T21:05:00Z,W31,by_chain/chain_26_e18_python_simplehttpserver_network_chain/chain_gold.json
chain_26_e18_python_simplehttpserver_network_chain_stage3,chain_26_e18_python_simplehttpserver_network_chain,stage3,process_time,WIN-32-H1,python.exe,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,Python SimpleHTTPServer network behavior,2022-07-18T21:00:00Z,2022-07-18T21:05:00Z,W31,by_chain/chain_26_e18_python_simplehttpserver_network_chain/chain_gold.json
chain_27_e19_dns_packet_capture_batch_chain_stage1,chain_27_e19_dns_packet_capture_batch_chain,stage1,alert_input,WIN-32-H1,cmd.exe,dns_packet_capture_batch_chain,multi_step_tool_chain,複数段ツールチェーン,DNS packet capture batch execution,2022-07-19T13:05:00Z,2022-07-19T13:10:00Z,W33,by_chain/chain_27_e19_dns_packet_capture_batch_chain/chain_gold.json
chain_27_e19_dns_packet_capture_batch_chain_stage2,chain_27_e19_dns_packet_capture_batch_chain,stage2,process_time,WIN-32-H1,cmd.exe,dns_packet_capture_batch_chain,multi_step_tool_chain,複数段ツールチェーン,DNS packet capture batch execution,2022-07-19T13:05:00Z,2022-07-19T13:10:00Z,W33,by_chain/chain_27_e19_dns_packet_capture_batch_chain/chain_gold.json
chain_27_e19_dns_packet_capture_batch_chain_stage3,chain_27_e19_dns_packet_capture_batch_chain,stage3,process_time,WIN-32-H1,cmd.exe,dns_packet_capture_batch_chain,multi_step_tool_chain,複数段ツールチェーン,DNS packet capture batch execution,2022-07-19T13:05:00Z,2022-07-19T13:10:00Z,W33,by_chain/chain_27_e19_dns_packet_capture_batch_chain/chain_gold.json
