"AlertTime","WazuhTimestamp","RuleId","Rule","Level","MITRE_ID","MITRE_Tactic","MITRE_Technique","EventID","Channel","Provider","Computer","Process","ParentProcess","CommandLine","ParentCommandLine","User","TargetFilename","TargetObject","Privilege"
"2024-09-16T07:37:13.100Z","2024-09-16T09:37:13.100+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\System32\\svchost.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:37.979Z","2024-09-16T09:37:37.979+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeTcbPrivilege"
"2024-09-16T07:37:39.108Z","2024-09-16T09:37:39.108+0200","92031","Discovery activity executed","3","T1087","Discovery","Account Discovery","1","Microsoft-Windows-Sysmon/Operational","Microsoft-Windows-Sysmon","DESKTOP-A1U99I1","C:\\Windows\\SysWOW64\\net.exe","C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe","net.exe accounts","\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""","NT AUTHORITY\\SYSTEM",,,
"2024-09-16T07:37:39.856Z","2024-09-16T09:37:39.856+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:39.872Z","2024-09-16T09:37:39.872+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:39.887Z","2024-09-16T09:37:39.887+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:40.408Z","2024-09-16T09:37:40.408+0200","92031","Discovery activity executed","3","T1087","Discovery","Account Discovery","1","Microsoft-Windows-Sysmon/Operational","Microsoft-Windows-Sysmon","DESKTOP-A1U99I1","C:\\Windows\\SysWOW64\\net.exe","C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe","net.exe accounts","\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""","NT AUTHORITY\\SYSTEM",,,
"2024-09-16T07:37:40.444Z","2024-09-16T09:37:40.444+0200","92031","Discovery activity executed","3","T1087","Discovery","Account Discovery","1","Microsoft-Windows-Sysmon/Operational","Microsoft-Windows-Sysmon","DESKTOP-A1U99I1","C:\\Windows\\SysWOW64\\net1.exe","C:\\Windows\\SysWOW64\\net.exe","C:\\Windows\\system32\\net1 accounts","net.exe accounts","NT AUTHORITY\\SYSTEM",,,
"2024-09-16T07:37:40.499Z","2024-09-16T09:37:40.499+0200","92039","A net.exe account discovery command was initiated","3","T1087","Discovery","Account Discovery","1","Microsoft-Windows-Sysmon/Operational","Microsoft-Windows-Sysmon","DESKTOP-A1U99I1","C:\\Windows\\SysWOW64\\net.exe","C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe","net user administrator","\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""","NT AUTHORITY\\SYSTEM",,,
"2024-09-16T07:37:57.527Z","2024-09-16T09:37:57.527+0200","92039","A net.exe account discovery command was initiated","3","T1087","Discovery","Account Discovery","1","Microsoft-Windows-Sysmon/Operational","Microsoft-Windows-Sysmon","DESKTOP-A1U99I1","C:\\Windows\\SysWOW64\\net1.exe","C:\\Windows\\SysWOW64\\net.exe","C:\\Windows\\system32\\net1 user guest","net user guest","NT AUTHORITY\\SYSTEM",,,
"2024-09-16T07:37:57.607Z","2024-09-16T09:37:57.607+0200","92031","Discovery activity executed","3","T1087","Discovery","Account Discovery","1","Microsoft-Windows-Sysmon/Operational","Microsoft-Windows-Sysmon","DESKTOP-A1U99I1","C:\\Windows\\SysWOW64\\net1.exe","C:\\Windows\\SysWOW64\\net.exe","C:\\Windows\\system32\\net1 accounts","net.exe accounts","NT AUTHORITY\\SYSTEM",,,
"2024-09-16T07:38:00.727Z","2024-09-16T09:38:00.727+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeTcbPrivilege"
"2024-09-16T07:37:23.560Z","2024-09-16T09:37:23.560+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\System32\\svchost.exe",,,,"win10pro",,,"SeTcbPrivilege"
"2024-09-16T07:37:24.396Z","2024-09-16T09:37:24.396+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\System32\\svchost.exe",,,,"win10pro",,,"SeTcbPrivilege"
"2024-09-16T07:37:24.438Z","2024-09-16T09:37:24.438+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\System32\\svchost.exe",,,,"win10pro",,,"SeTcbPrivilege"
"2024-09-16T07:37:28.084Z","2024-09-16T09:37:28.084+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:28.321Z","2024-09-16T09:37:28.321+0200","60106","Windows logon success.","3","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4624","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\System32\\services.exe",,,,"DESKTOP-A1U99I1$",,,
"2024-09-16T07:37:29.250Z","2024-09-16T09:37:29.250+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeTcbPrivilege"
"2024-09-16T07:37:29.785Z","2024-09-16T09:37:29.785+0200","92219","Possible DLL search order hijack by C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\Metadata\\Mitigation.dll created in Windows root folder","6","T1574.001;T1574.002","Persistence;Privilege Escalation;Defense Evasion","DLL Search Order Hijacking;DLL Side-Loading","11","Microsoft-Windows-Sysmon/Operational","Microsoft-Windows-Sysmon","DESKTOP-A1U99I1","C:\\Windows\\system32\\svchost.exe",,,,"NT AUTHORITY\\SYSTEM","C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\Metadata\\Mitigation.dll",,
"2024-09-16T07:37:30.193Z","2024-09-16T09:37:30.193+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeTcbPrivilege"
"2024-09-16T07:37:30.995Z","2024-09-16T09:37:30.995+0200","60106","Windows logon success.","3","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4624","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\System32\\services.exe",,,,"DESKTOP-A1U99I1$",,,
"2024-09-16T07:37:31.798Z","2024-09-16T09:37:31.798+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:34.361Z","2024-09-16T09:37:34.361+0200","92219","Possible DLL search order hijack by C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\Metadata\\UpdateAgent.dll created in Windows root folder","6","T1574.001;T1574.002","Persistence;Privilege Escalation;Defense Evasion","DLL Search Order Hijacking;DLL Side-Loading","11","Microsoft-Windows-Sysmon/Operational","Microsoft-Windows-Sysmon","DESKTOP-A1U99I1","C:\\Windows\\system32\\svchost.exe",,,,"NT AUTHORITY\\SYSTEM","C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\Metadata\\UpdateAgent.dll",,
"2024-09-16T07:37:34.391Z","2024-09-16T09:37:34.391+0200","92219","Possible DLL search order hijack by C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\Metadata\\Mitigation.dll created in Windows root folder","6","T1574.001;T1574.002","Persistence;Privilege Escalation;Defense Evasion","DLL Search Order Hijacking;DLL Side-Loading","11","Microsoft-Windows-Sysmon/Operational","Microsoft-Windows-Sysmon","DESKTOP-A1U99I1","C:\\Windows\\system32\\svchost.exe",,,,"NT AUTHORITY\\SYSTEM","C:\\Windows\\SoftwareDistribution\\Download\\574ea5e93a93625d3c1b7092246bf566\\Metadata\\Mitigation.dll",,
"2024-09-16T07:37:42.297Z","2024-09-16T09:37:42.297+0200","92039","A net.exe account discovery command was initiated","3","T1087","Discovery","Account Discovery","1","Microsoft-Windows-Sysmon/Operational","Microsoft-Windows-Sysmon","DESKTOP-A1U99I1","C:\\Windows\\SysWOW64\\net.exe","C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe","net user administrator","\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""","NT AUTHORITY\\SYSTEM",,,
"2024-09-16T07:37:52.826Z","2024-09-16T09:37:52.826+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:52.920Z","2024-09-16T09:37:52.920+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:53.015Z","2024-09-16T09:37:53.015+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:53.110Z","2024-09-16T09:37:53.110+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:53.111Z","2024-09-16T09:37:53.111+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:53.142Z","2024-09-16T09:37:53.142+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:53.204Z","2024-09-16T09:37:53.204+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:53.627Z","2024-09-16T09:37:53.627+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:53.708Z","2024-09-16T09:37:53.708+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:53.992Z","2024-09-16T09:37:53.992+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:54.045Z","2024-09-16T09:37:54.045+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:54.285Z","2024-09-16T09:37:54.285+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:54.311Z","2024-09-16T09:37:54.311+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeTcbPrivilege"
"2024-09-16T07:37:54.343Z","2024-09-16T09:37:54.343+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\System32\\dllhost.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:54.390Z","2024-09-16T09:37:54.390+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:54.410Z","2024-09-16T09:37:54.410+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:54.785Z","2024-09-16T09:37:54.785+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:55.155Z","2024-09-16T09:37:55.155+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:55.236Z","2024-09-16T09:37:55.236+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:55.266Z","2024-09-16T09:37:55.266+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:55.283Z","2024-09-16T09:37:55.283+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:55.624Z","2024-09-16T09:37:55.624+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:55.628Z","2024-09-16T09:37:55.628+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:55.687Z","2024-09-16T09:37:55.687+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:55.702Z","2024-09-16T09:37:55.702+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:55.834Z","2024-09-16T09:37:55.834+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:55.986Z","2024-09-16T09:37:55.986+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\explorer.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:56.605Z","2024-09-16T09:37:56.605+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:38:03.108Z","2024-09-16T09:38:03.108+0200","60608","Summary event of the report's signatures.","4","","","","1001","Application","Windows Error Reporting","DESKTOP-A1U99I1","",,,,,,,
"2024-09-16T07:38:03.572Z","2024-09-16T09:38:03.572+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:38:03.632Z","2024-09-16T09:38:03.632+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:37:51.264Z","2024-09-16T09:37:51.264+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:39:33.220Z","2024-09-16T09:39:33.220+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\System32\\RuntimeBroker.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:39:34.265Z","2024-09-16T09:39:34.265+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\System32\\svchost.exe",,,,"LOCAL SERVICE",,,"SeIncreaseBasePriorityPrivilege"
"2024-09-16T07:39:20.856Z","2024-09-16T09:39:20.856+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:39:48.288Z","2024-09-16T09:39:48.288+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:39:48.319Z","2024-09-16T09:39:48.319+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:39:48.336Z","2024-09-16T09:39:48.336+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:40:48.195Z","2024-09-16T09:40:48.195+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:40:48.210Z","2024-09-16T09:40:48.210+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:41:46.712Z","2024-09-16T09:41:46.712+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Windows\\System32\\backgroundTaskHost.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:41:47.896Z","2024-09-16T09:41:47.896+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:41:29.490Z","2024-09-16T09:41:29.490+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeProfileSingleProcessPrivilege"
"2024-09-16T07:41:30.687Z","2024-09-16T09:41:30.687+0200","60107","Failed attempt to perform a privileged operation.","4","T1078","Defense Evasion;Persistence;Privilege Escalation;Initial Access","Valid Accounts","4673","Security","Microsoft-Windows-Security-Auditing","DESKTOP-A1U99I1","C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe",,,,"win10pro",,,"SeTcbPrivilege"
